tweet_text,cyberbullying_type
"Take the Challenge!  #71StopSexualHarassment 
To support our work to prevent sexual harassment, join us in undertak… https://t.co/hta0FH62ts",0
"Both the network and its “CNN Prime Time” host have faced criticism for his interactions with his older brother, wh… https://t.co/xoluGN9bQs",0
"Rape, sexual assault and harassment in the entertainment industry - https://t.co/tLv4ISrNJv",0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/fIWXQRE8wY",0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/Hg3G5LNXDF",0
"Tw// sexual harassment and death threats 
-
-
-
I’ve been wanting to speak up about this for a really long time but… https://t.co/5Tfx6rCHBC",0
"@naafas1 @monojit56546672 @ChaoticNormalcy @FinancialTimes “When there’s a need”, and mixing with men, rate of sexu… https://t.co/BUP9MF2ffT",0
"@Lusty_Lamb The issue with it being ""part of the community"" is so that it still DEEPLY relies on consent. Even if s… https://t.co/McaSnHEmD3",0
"Luau Party partying hard at 10 on January 18th! Females, welcome. Guys, don’t even bother coming.   Alpha Xi Delta… https://t.co/hg38uY3cMc",0
"It’s so funny seeing Tommy, in my sexual harassment training, videos lol",0
Yeah I’m not getting that new call of duty. Activision’s response to their sexual harassment/discrimination lawsuit… https://t.co/VK8OMhtb0p,0
CNN's Chris Cuomo Addresses Brother Andrew's Resignation Amid Sexual Harassment Accusations https://t.co/N3dRAmj8Lc,0
"@DougCameron51 @BeattieNgiare I think Morrison only gets told things his advisers think he wants to hear. 
So they… https://t.co/1Wtovsk9pc",0
"The Last Madame on Netflix is a decrntly good time pass watch, first Singaporean show I saw. 

Lots of sexual haras… https://t.co/QLcHOkTfv4",0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/B749yJ407y",0
@SalazarTraining I guess your servers never came back. Is this a SafeSport emotional and sexual harassment issue?,0
"@TJBV12 @IGN Ubisoft literally does nothing regarding harassment (sexual as well), assaults and stuff like that in… https://t.co/J9GpD8b4cs",0
5 Things to Know About the Cuomo Sexual Harassment Findings https://t.co/xwqVnilfL4,0
liberal feminists are putting their performative outrage at the increasing rates of sexual harassment in the us mil… https://t.co/Pm86mTSRgh,0
@naylightyear reported for sexual harassment,0
Listening to survivors of sexual assault &amp; harassment is vital to ensure justice. But problems with how victim impa… https://t.co/6sAdp0jfoC,0
"//tw sexual harassment 

did you got the message about her?",0
@moralpanicc OMG? dang i didnt know this existed but ronnie radke has several sexual harassment allegations 💀 and i… https://t.co/QF5LrZjKN7,0
👉Merely having a POSH policy is not enough. Making your team aware of all the nuances of POSH and what to do in cas… https://t.co/d66uOd6ZHq,0
Ubisoft Singapore Under Investigation For Alleged Sexual Harassment &amp; Workplace Discrimination https://t.co/V3vTi6mj08,0
So a white man just DM me his penis on Instagram.. Can I sue for sexual harassment?!,0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/veGIqNxRta",0
"Violence against girls includes sexual violence, child marriage, sexual harassment, female genital mutilation, inti… https://t.co/3KYuRe80vf",0
@Reuters Biden couldn't protect his own people in his own country from daily massacre rape and women sexual harassm… https://t.co/uH648TVk0A,0
there is like 1 chance out of million case the victim of sexual harassment get to fight back the harasser and when… https://t.co/xmjgjFFjFt,0
[Watch] This parent says she insists that young girls at the school keep their hemlines where they want to and shou… https://t.co/QW2IBijVbN,0
The woman whose complaint sparked a sexual harassment investigation into Tasmania’s former Labor leader says she fe… https://t.co/Yw8UBq3B3p,0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/BAsDqCwLFD",0
"#SunStarBusiness Gov. Andrew Cuomo announced his resignation Tuesday, Aug. 10, 2021, over a barrage of sexual haras… https://t.co/9iTz9eIuPS",0
"#SunStarBusiness Gov. Andrew Cuomo announced his resignation Tuesday, Aug. 10, 2021, over a barrage of sexual haras… https://t.co/iFNR1SbyQ9",0
@LiveLawIndia Like why was a SC staffer &amp; her 11 numbers placed under surveillance for complaining of sexual harass… https://t.co/2mqweQsVGb,0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/PsTv0kQysC",0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/87AjsYtbhp",0
Lmaoooo this ain’t sexual harassment ? https://t.co/zUfIta97E6,0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/HUwyHFUG4R",0
Call Me Childish Idccc 😭 But If A Nigga Ion Like Flirts With Me Or Call Me Babe I Take That As Sexual Harassment💯😂👎🏿,0
Prince Andrew scandal prompts Royal Family to consider review of military titles instead of their Sexual Harassment… https://t.co/07F56Ot249,0
He was too late to bring #StrandedAussies home.                           He was too late to save Australia from TW… https://t.co/zZDRclNiwb,0
"Again, stay TF away from under 23 girls. No go dey say she mature, anything wey you see, you go collect. Many of th… https://t.co/NdX0wHdKqZ",0
Nothing justifies sexual harassment bro... https://t.co/yQiUrXw5Fe,0
Following an investigation that found allegations of sexual harassment and workplace discrimination at the Singapor… https://t.co/VGXDvsI41D,0
"just saying yall

Sexual harassment is STILL sexual harasment no matter who does it and to whom

Even women can be… https://t.co/CQSdhELdXp",0
"i think she’s suing for emotional distress, witness intimidation, and harassment. also, people could’ve been threat… https://t.co/CAMopGjUkR",0
This not sexual harassment? Lol https://t.co/XYWinvLbIo,0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/NWgLbOfUOC",0
"Inceldom, femicide, familicide, domestic violence, maternal mortality, workplace/sexual harassment, rape, unequal p… https://t.co/WjZI6bZ1hG",0
"These sexual harassment trainings, be the worse",0
@Lord_VoldeMaut @BISHTISM @Suhelseth @seth_suhel is sexual harassment accused by a woman the age of Malala.. maybe that’s why the hate,0
". @Ubisoft reportedly investigated by @TAFEPSG for sexual harassment and #discrimination claims

#diversity #HR #PR… https://t.co/Ez7HbpR9IB",0
"Ubisoft Singapore under investigation by fair employment watchdog over allegations of sexual harassment, discrimina… https://t.co/M26MZwoXoo",0
@pcgamer They should slow down the sexual harassment,0
"CNN’s Chris Cuomo Attacks Critics, Admits He Urged Brother Andrew Cuomo To Resign As NY Governor Over Sexual Harass… https://t.co/qTDmypVYkK",0
"tw // sexual harassment

WONG EDAN https://t.co/0avVXYhHvs",0
"Ubisoft Singapore under investigation by fair employment watchdog over allegations of sexual harassment, discrimina… https://t.co/5rI7bozl75",0
"tw // sexual harassment

this is what the ""did you got the message about her?"" tweets are about! https://t.co/66WCs181Xg",0
Nicki Minaj Accused Of ‘Intimidating’ Kenneth Petty Sexual Assault Victim In New Lawsuit https://t.co/rqpOVNLFzY via @HollywoodLife,0
The Singapore office of video game developer Ubisoft is under investigation by the country’s national fair employme… https://t.co/j5v5KSVk1o,0
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/LgDMVQDVOR",0
Following a Kotaku investigation of the French video game giant's Singaporean outpost https://t.co/3jNzHUVk7J,0
"@OgbeniDipo Many of these kids do not know anything about the law. They cannot differentiate between libel, defamat… https://t.co/X9Y95OYQKn",1
It does not make sense. There are no activists supporting Ms Akhtar's malevolence. Since 2.5 years Ms Akhtar alread… https://t.co/8DVxqgGqGz,1
@heatherhasideas It protects them if they get flagged for cyberstalking.,1
gonna start cyberstalking people to find out what their home town is so every time they state an opinion i can go l… https://t.co/JZq6iRXa1L,1
if you're still cyberstalking me I hope you know what you did deeply affected me. You're a bad person. (This isn't… https://t.co/UZwE1YIyRc,1
"I hereby REPORT this woman for abusing my gadget letter, cyberstalking, discrimination and network corruption. Clic… https://t.co/vx4FragQtw",1
"Cyberstalking is a crime punishable with an imprisonment which may extend upto 3 years and fine.

This post is pure… https://t.co/le9NsRuB3j",1
"@rkyncl I've been the victim of harassment, hate speech, cyberbullying, &amp; cyberstalking on youtube that has gone on… https://t.co/y3V4oNqhpu",1
"This the ""French"" version of the above tweet. It does not make any sense for French people. When you have a legal i… https://t.co/Pb2k9YOzQm",1
I want you to do your job and investigate why my life is STILL being ruined by harassment and cyberstalking,1
say when everyone is ip stalking me and cyberstalking anf eeding in my games right i just go to find ppl who went t… https://t.co/mkBjSsphh3,1
@woacbofficial I wonder how a judge will see this? I mean he got a 2 year HRO for harassment/cyberstalking. When th… https://t.co/x4y7AMjvas,1
"@Aushiker Please stop.

I have no wish to engage with an angry Incel like you.

I have reported your account for ta… https://t.co/CjwjT3hMC9",1
@munchinbamboo @PickBattles Rick also sued the stat of Washington claiming that cyberstalking was his constitutiona… https://t.co/dUZPLiMwn6,1
@sapnapscameltoe and then the “racist comments” in questions are him making a poor taste joke or something. i’ve se… https://t.co/kgRY8HicUJ,1
"Having a job sucks, I miss cyberstalking former That Guy With The Glasses content creators for 12 hours a day",1
"Man gets 12 years in cyberstalking, child pornography case - https://t.co/J8HzAPyRXl https://t.co/fkH3heJoGb… https://t.co/2cBMH1ERh4",1
#Barbz @NickiMinaj is not going to prison for you! She gone blame it on you! Cyberstalking is a criminal offense un… https://t.co/8cpQpsG1u5,1
#StopInhumanityStopCybercrimes #cyberstalking @indiannavy @sanjeevthomas Attitude 109: VR touch transmission is a v… https://t.co/th6e302p2u,1
#StopInhumanityStopCybercrimes #cyberstalking @vikramsarath @sanjeevthomas @InformaPLC Attitude 108: Vulnerable vic… https://t.co/JKf7j51Yf8,1
#StopInhumanityStopCybercrimes #cyberstalking @JustinWelby @vikramsarath @sanjeevthomas Attitude 107: Chastise is s… https://t.co/lKJbTJbOyF,1
"If you don't know what that is, Kiwifarms is a website where people talk about people they dont like. Then basicall… https://t.co/ZCqDrwbMIt",1
"@jamesfactora i find that i am often dehumanized to a point where i am merely a target of projection, so people do… https://t.co/3DIb54ouhQ",1
Hey Tracie @equalityfromgov why can't you stop cyberstalking? https://t.co/ekcp31ILu0,1
https://t.co/hnfeqA4oAX police file number 20225064 sane as one charged in Tyler Delane cyberstalking abuse no news… https://t.co/NUSNEgoZpe,1
Police case number 20225064 Tyler Delane had same abuse from the CyberStalking abuse he had for three years and the… https://t.co/wt2ApvIcwK,1
@gina_scooter tumblr's lasting contribution to the internet will be normalizing cyberstalking and anon chan culture… https://t.co/qZm7aXXrme,1
"I don't know who needs to hear this, but no tech support agent needs to hear that your inability to either understa… https://t.co/hxrxZedcIz",1
@amalia_grayson Former friend thinking I cyberstalking him when I live far away from him,1
"*Persistently Gaslighting/Gangstalking people. 
*Falsely labelling people as mentally ill. 
*Cyberstalking people o… https://t.co/x1NTgPmnZB",1
"Should all off-campus crimes that impact a students' education, including but not limited to, sexual assault, cyber… https://t.co/EAIj8cGUgm",1
@LovelyLiberals @HillaryClinton @malcolmkenyatta And it sounds like you are absolutely a victim of cyberstalking!,1
@LovelyLiberals @HillaryClinton @malcolmkenyatta Some jerk is STILL messing with you after two years? If that’s wha… https://t.co/bw5E3ZLg9K,1
@Joey_Pega Bruh how could they??? They spend all their time fuckin cyberstalking someone who doesn’t even know they exist. Beyond pathetic,1
"@HappyGu92658735 @BucknersLegs @Jen_Royle Nah, just wondering why you're cyberstalking?",1
Nashville Lawyer Terrorized Her Ex With Insane Cross-Country Stalking Campaign: FBI https://t.co/0fDdQZkv27 via @thedailybeast,1
@TheNostalgicCo @gingerbrigade1 Or she reports you for cyberstalking because internet obsession is real and scary as fuck,1
"""Ah but see, it's a bunch of bad apples who merely *interpreted* what they *thought* to be the wish of the CEO"" https://t.co/c0ZXgJn5Wn",1
"why am I unblocked ? 
on multiple account(s) that you have messaged on before. If I’m cyberstalking you",1
Great resource for victims of cyberstalking —-&gt; Internet Crime Complaint Center(IC3) | Home Page https://t.co/PJ8rdW9qWT,1
@biigcel It was just that serious . Stop calling you having the same @ name as IG cyberstalking,1
"(deranged tweet) (crack) 

Crypt0, cyberstalking Nik: what got gibraltar hung up over this aging twink –

Search re… https://t.co/VYlwdHQUbQ",1
@kaeyabrainworms Yes it’s the amogus imposter 😣😣 he’s cyberstalking me,1
@LeenzaCat if it was something long ago. and I clearly am not the same person. no LMAO. they'd have to be cyberstal… https://t.co/TrgaO5vRtQ,1
@brat2381 I love this cyberstalking free bird app,1
@tpwk47 @pjb438 @craigsfire @CeeGeeThree2 @AbogadoJDL @Frog_O_War @MaxNordau @CLR78253 @BadLegalTakes I’m talking a… https://t.co/ZJDODYPYaF,1
"Bringing this back, and leaving this form here to report Kiwifarms for cyberstalking and doxing.… https://t.co/OK4JJwfn08",1
ALL OF A SUDDEN SINCE JULY AUGUST NOW THEY HAVE BEEN FAMILY MICROSOFT CYBERSTALKING HAS BEEN PUMMELING ME WITHOUT M… https://t.co/EwjFLD7vC0,1
@comradecamgirl yeah there’s a big difference between using social media to make ppl aware of why casting him isn’t… https://t.co/xp6fRBP2ps,1
"@ShiraishiEna you shouldnt even have to have her cyberstalking you ena, its not morally ok",1
Nashville Lawyer Terrorized Her Ex With Insane Cross-Country Stalking Campaign: FBI https://t.co/3dUhZyyn5Y via @thedailybeast,1
I won't lie and say that the response has been all good. I know I've been talked about a LOT in various Discords an… https://t.co/LXHmIDJH4q,1
"If you think avoiding me, not talking to me, and isolating me, illegally cyberstalking me and harassing me is a gre… https://t.co/8fL5znW4hN",1
@FearfulPanda15 THAT'S EVEN WORSE!!! THAT'S LITERALLY HARASSMENT AND CYBERSTALKING!!! Who is this person passing my… https://t.co/wVhIwC4Vti,1
Read this article on former eBay employee sentenced to federal prison for harassing a couple who dared criticize eB… https://t.co/mQMGDTq0vU,1
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp https://t.co/AGPBCQMmip",1
@FullmetalTheist You mean Cyberstalking? I doubt the government would do anything,1
"When you see a @MDSP Trooper in your rear view mirror and start to sweat, just remember, there’s a child predator o… https://t.co/fcLCqOiHF4",1
Cyberstalking is when someone misuses the internet &amp; other technology to stalk &amp; harass someone. Stalker will conta… https://t.co/gKB8OYJ33p,1
#cybersecurity #crimestoppers case file number 20225064 and Tyler Delane had same cyberstalking abuse same people i… https://t.co/5gp0OluMYZ,1
"#CyberTerrorism Awareness PSA by Michael Nuccitelli, Psy.D. #iPredator NYC – Educational #Cyberpsychology… https://t.co/CnstvEZdUI",1
"#CyberTerrorism Awareness PSA by Michael Nuccitelli, Psy.D. #iPredator NYC – Educational #Cyberpsychology… https://t.co/waKrrBKsbO",1
"REASON FOUR:
This one isnt actually a reason i dont think but. Y'know. I dont actually know how that tweet was foun… https://t.co/mQ5UD5dKWT",1
"omarosa moon thinks i shouldnt talk about kjp anymore,
ok...
ill stop talking about the people who dox, attack, and… https://t.co/TMPoKvzPoC",1
"This woman is a piece of work. AKA a whack job.

DeSantis’ press secretary enters criminal plea deal for cyberstalk… https://t.co/MG4cqVvRZv",1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/A71ySNY61b,1
"Anyway, leave authors alone and if you admit to cyberstalking them it certainly doesn't make them look bad, it make… https://t.co/qqOFwPqTEy",1
"One would say I'm a ""struggling creator"" because Kelly and the girls are going around cyberstalking and maliciously… https://t.co/XQ8TV58p5Y",1
"Have to wonder if #socialmedia providers like Facebook have grown so big &amp; powerful, &amp; preoccupied with making mone… https://t.co/uu2E1wFLk8",1
"@C_197HERETIC @DHTDillinThomas So wait, your pretty much using Chris' images and comics for your own gain, but when… https://t.co/l6twWSiYJo",1
"ICYMI: UK man arrested in connection with massive Twitter hack, alleged cyberstalking

https://t.co/XiYSg4Ta4b https://t.co/T0h1BFSE9b",1
It WILL be us in the end; NOT your ex-wife or current plaything/s or psycho obsessed cyberstalking fangirl/s. @ Sio… https://t.co/UJa7SwARJn,1
"@jmasseypoet @Brianhipp @charlescwcooke I don’t want anything to do with her, but you’re right, people shouldn’t be… https://t.co/xV1SJM12YS",1
@HelenaGFiorenza @DHTDillinThomas @ItsAllSoUgly At least we did not participate in cyberstalking,1
@DHTDillinThomas @ItsAllSoUgly Dillon you’re using Chris’s image in your comics and most of your vids are cyberstal… https://t.co/E9IPJmZ6Ys,1
"@realWallyB I already sent you the c&amp;d via dm. It's 100% real. I will send him this tweet too, cyberstalking is a c… https://t.co/rHzR2ElPyC",1
Seek out a therapist instead of cyberstalking,1
"//confirmed
Press secretary @ChristinaPushaw was accused of criminally violating a Maryland court order to cease co… https://t.co/nE0MVQBPh9",1
"Nah, I'm going to call the FBI and throw some folks in jail. Just like they were going to do to me with all that ""p… https://t.co/tPLjxjNEmb",1
"@4ntiTak3s Okay, but the thing is, though: you can't just ""close ur phone"" when people are cyberstalking you and sp… https://t.co/EoFIUhXKlT",1
"I wrote this back Bauer's cyberbullying in 2019: ""Because of his actions, the affair escalated from a rude exchange… https://t.co/aks6yDQtw3",1
@lubufra @likeluke Probably this: https://t.co/oTmhYaDUAW,1
"@SmallRedOne An obsessional user continue to fixate on me, after sending 100s of messages about me, clearly falling… https://t.co/KEaF1IjiBK",1
They've been shouting about ridiculous Anglia Ruskin University and how the occupants of No 25 and other ridiculous… https://t.co/KyWjCSCBUk,1
"Panel asks Home Ministry #India to add cyber porn, blackmail, stalking/bullying (particularly against women and chi… https://t.co/5OoWdR9K8r",1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/HL2upqY90y,1
Join YouTube live https://t.co/uhgiWwC90z to watch amazing women developer creating amazing solutions in tackling a… https://t.co/Bu9hWu1TAH,1
#StopInhumanityStopCybercrimes #cyberstalking @bishopSarahM @HonJulieBishop @DrCatherineBall @theresa_may Attitude… https://t.co/eMy0zYTCk6,1
The Women's Online Safety Hackathon is starting soon! I'll be one of the judges assessing the solutions the women a… https://t.co/R0kgmW58iI,1
"Anyways, all this cyberstalking shit is hurting my brain. I'm going to bed, way to damper my mental state.",1
"told about are):
REALITY World: Bullying / Stalking
VIRTUALITY World: Cyberbullying / Cyberstalking
REALITY World:… https://t.co/dZQ8PWqClB",1
"I'll just say, if you're reading this (and you know what you've tweeted), this is your final warning. Interact with… https://t.co/TcQdEWjfqp",1
NB I have no issue whatsoever with seahorse being anonymous. I’d be a hypocrite if I did. But her content is clearl… https://t.co/abQ5X6klLa,1
"I was on the receiving end of the 'mild' side of this subculture from a group of teenage podcasters/YouTubers 
I al… https://t.co/cqDQjrb9AV",1
"Either way, if it is cyberstalking, I'm going to start taking uncropped, unfiltered screenshots so that if I do mak… https://t.co/iF5cLjYa04",1
"@SusanWojcicki @WSJ Your company doesn't consider hate speech, harassment, cyberbullying, or cyberbullying importan… https://t.co/IJnUufKU3M",1
@KJette77 @organizedcarbon @Chocolate_Lurv He's a serial stalker who even sued the state of Washington claiming tha… https://t.co/zrfnLuX8p8,1
@KJette77 @organizedcarbon @Chocolate_Lurv He's a serial stalker who even sued the state of Washington claiming tha… https://t.co/zrfnLuX8p8,1
"@JulianP0324 Part of the game here is that Stern would accuse Pushaw of having ""criminal stalking charges"" or refer… https://t.co/EnjAgpaZim",1
@ilovecarson23 Just tell them to stop stalking you! Cyberstalking is a crime and if they don’t wanna go to jail they’ll stop!,1
#StopInhumanityStopCybercrimes #cyberstalking Attitude 105: Many get annoyed over a second wrong call even if we kn… https://t.co/O81dobxMge,1
@55_73_65_72 He cyberstalking me to bypass my block since I blocked him. How he found my account while I blocked hi… https://t.co/4UZ6IEy81Y,1
is this technically cyberstalking,1
@LoggieNightmare It *might* be a joke. Like a bad one. About to do some cyberstalking.,1
"Man gets 12 years in cyberstalking, child pornography case - https://t.co/J8HzAPyRXl https://t.co/fkH3heJoGb… https://t.co/YTCT9srzKE",1
"Just remembered how Cadwalladr called @BallouxFrancois misogynistic for making a dumb joke about a whale penis

Mea… https://t.co/ohFlyIjLSg",1
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp https://t.co/NZl0KNe4G9",1
"@ChrisSeay104 @grantstern @donwinslow There was literally a hearing today where she entered her plea.

https://t.co/ha4bME2El2",1
@CitizenPeper @APOSTLESULEMAN Impunity everywhere? The police boss that invited Balogun ought to be asked on what c… https://t.co/iD4eDyOFMY,1
"If you don’t like the way your fave is written in a fanfic on ao3, you should NOT read all 11 chapter of it, admit… https://t.co/LLG6yj2OZd",1
Woman claims internet gave her PTSD and it's as serious as war veterans https://t.co/Y9WsbyaLRn via @MailOnline 🤦🏻‍♂️,1
"NEXT https://t.co/80JRO7Xr0s
 #covertharassment #cyberstalking #dew #Gangstalking #mindcontrol… https://t.co/DK8kuskohx",1
I really am the type to watch 1 movie and be so fucking obsessed with a topic and all of a sudden I’m cyberstalking… https://t.co/es3pzNQECN,1
@jimstewartson Some weird symbiosis between Biss and Defango / Manny Chavez that a media outlet with deep pockets m… https://t.co/meVvPR9YYO,1
"@tweetytrump2020 @ChristinaPushaw @FLGOPMajority @FlaDems @GovRonDeSantis Really??

Rebekah has had 3 jobs and 3 ar… https://t.co/XWdeBWSQ3k",1
"@ChristinaPushaw How do you have time for both gaslighting and cyberstalking, traitor?",1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/R6Su5kBcrH,1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/bLcEV2vCVg,1
Interesting  https://t.co/8zpQNflkuU,1
@LifeWithoutLack Um...she's been fired and charged with criminal offenses from literally every job she ever held. H… https://t.co/IUJWruhZXs,1
Big story about the criminal charges against Florida Governor DeSantis' press secretary Christina Pushaw for cybers… https://t.co/PVGGd0xEYz,1
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp
https://t.co/lvuKHBvJTc",1
@juliemoon33 If you are so concerned about cyberstalking then why do you keep jumping onto free wifi? Use your own… https://t.co/rz7GywXnPu,1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower @periclesukraine https://t.co/spuKuHAmT8,1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower @periclesukraine https://t.co/0hmlaO2dqT,1
"DeSantis' press secretary’s criminal plea deal for cyberstalking whistleblower Rebekah Jones.
I’m not surprised bul… https://t.co/M2l56X3rEO",1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/W2uznkmdBT,1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower https://t.co/5kcxzBXKCd,1
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower https://t.co/encg1u7ir4 https://t.co/CGuI89vnCv,1
"@Paulasmyth13 @RondaCosgrove @JRubinBlogger @NoGOPigs @YahooNews just to be very clear, I looked at her profile. Sh… https://t.co/RvxprGk8hU",1
@dgurdasani1 The issue here isnt Amy's credentials or anonymity.  It is Tom harassing her and cyberstalking. You're… https://t.co/o8JT42dYlm,1
@chuck_ferrer @LepapillonBlu Desantis assistant in a criminal plea deal today for cyberstalking Rebecah Jones.  Des… https://t.co/sJVhOZ02Z8,1
"Dawn wouldnt be allowed on twitter lolllll tween ass

Dabi would purposefully instigate discourse cyberstalking dox… https://t.co/UwZxbOVTlr",1
We have a feminist with 100k followers condoning &amp; amplifying cyberstalking of a sexual assault victim &amp; whistleblo… https://t.co/IxfCEjWpPF,1
@ntyravgdramaqun @dgurdasani1 I haven’t put out any advice about not following the law or any clinical advice. That… https://t.co/KkM1td1yGV,1
"#Freshman101:Under new Title IX roll backs, cyberstalking, sextortion, revenge porn, &amp; sexual assaults occurring of… https://t.co/TwzDcsiN4L",1
"@grantstern @MalcolmNance Item of interest:  Press secretary for Desantis, Christina Pushaw, stands accused of crim… https://t.co/qqlaWhXG7Q",1
@jennieuk @dgurdasani1 I haven’t offered any clinical advice. I’m anonymous because I’m a victim of sexual assault.… https://t.co/IEYtXaXPbL,1
@GovRonDeSantis Press secretary Christina Pushaw stands accused of criminally violating a Maryland court order to c… https://t.co/CKaC2kO4PD,1
"@hollisings2 .....""After she was charged with violating a temporarily restraining order for cyberstalking Rebekah J… https://t.co/98KhHzqs1h",1
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp https://t.co/aoHTSsUUxY",1
@OutbreakJake I’m really upset actually. I think my reasons for being anonymous are possibly some of the best reaso… https://t.co/l6vxhh0qCi,1
Personally I’d say that amplifying &amp; condoning the harassment &amp; cyberstalking of a woman who is anon because she wh… https://t.co/ZJDilTOZf1,1
@JRubinBlogger @NoGOPigs @YahooNews I read his assistant is facing criminal charges today for cyberstalking Rebecah Jones.,1
"I actually, genuinely, thought people were more decent than that. 

I thought even with disagreements about covid,… https://t.co/FFO8p1yKha",1
criminal charges against Florida Governor DeSantis' press secretary Christina Pushaw for cyberstalking whistleblowe… https://t.co/oGUxhsluK7,1
@GovRonDeSantis Ron Desantis spokesperson is reportedly making a deal with prosecutors in MD this morning to sign a… https://t.co/pr43KHvYYQ,1
@truthbirb @grantstern Besides Cyberstalking is a federal crime.,1
@ChristinaPushaw How’s that criminal cyberstalking case in Maryland going for you?,1
Ron Desantis spokesperson is reportedly making a deal with prosecutors in MD this morning to sign a deferred prosec… https://t.co/DYOBc8dIkY,1
@DWUhlfelderLaw his assistant is facing criminal charges today for cyberstalking Rebecah Jones. I'm sure she had help.,1
@ChristinaPushaw Grant Stern is publishing a story about cyberstalking Rebekah Jones. Think she has a case?,1
"How to tell if you’re being STALKED online on Instagram, Facebook and WhatsApp... - The Sun https://t.co/vZAzcd0mX4… https://t.co/XH2j3fG76H",1
@milioffuk @SeanFlan45 his assistant is facing criminal charges today for cyberstalking Rebecah Jones....,1
"Christopher Cantwell, a New Hampshire resident and radio host who became known after participating in a deadly 2017… https://t.co/amdxo5WQ6A",1
"@grantstern Now, to connect Pushaw's cyberstalking directly to a DeSantis' command/wish.",1
@TeamYouTube  This channel has been unfairly targeted and terminated. The creator has been subjected to daily haras… https://t.co/Nve6p7DiBv,1
BIG story coming in the AM about the criminal charges against Florida Governor DeSantis' press secretary Christina… https://t.co/fiUYo3vddN,1
I see my oomfs interact with them and I gotta say something please block @/sharkbratt they’re my ex who has been cy… https://t.co/ieEVj2B6Km,1
i'm cyberstalking a random woman and i think i accidentally RSVPed to her boyfriend's younger brother's wedding rec… https://t.co/J4ZBvRLSy5,1
The Champ - SNL | This will be parody soon enough. As soon as I throw Terry and Laney and the gang in jail for cons… https://t.co/jsiH7gGWv9,1
@bookednut @JFleckRat @blastedcomb If they were to make another account; you can get authorities involved. This hap… https://t.co/RJmSv3gGBU,1
@oooANYAooo …she used our hashtag? and a lot of technotwt checks their indirects to ‘adopt’ new people into the sub… https://t.co/Ekan4Slp1y,1
when ppl find something offensive your cc did a few awhile back and want an explanation its cyberstalking but now i… https://t.co/7E4nElWlIr,1
"@michimama75 @smiles_and_nods “No, I just hacked into my ex’s account. Not letting a restraining order stop me! He… https://t.co/8XJ2nIuwrb",1
"Come join us on a weekly quiz on stalking, cyberstalking, cyberbullying, and safety planning. https://t.co/6Pk9Ea2OXz",1
"Are you still cyberstalking Jax?

this shit has been going on for 9h and you can't stop doing it huh

and mf, stop… https://t.co/I78mC9cmll",1
"thats like cyberstalking.. but in real life..

so.. just stalking?

OH YOURE RIGHT",1
@HuggableHipster Is he local or near by I would file restraining order and if he is not I track down his local coun… https://t.co/X9FfSqjoi9,1
"@CharmCityLamer You're definitely going to jail. Cyberstalking, bullying and you're likely doing what you accuse me of. Enjoy 20 to 30.",1
